titulo,direccion,precio,descripcion,construido,terreno,fecha,ide
Casa en Venta Circunvalación Vallarta - Zona Providencia,Herrera y Cairo 2625,"MN 15,250,000","Precio de venta: $Ver datos pesos 663 m2 Terreno. 508 m2 Construcción. 22 m frente x 30 m de fondo. Casa de una sola planta, 3 recámaras, sala, comedor, cocina integral con ante comedor, jardín, terraza, cochera 3 autos. 4 baños, estudio, cuarto de servicio, lavandería. Domicilio: Calle Herrera y Cairo No. 2625, Colonia Circunvalación Vallarta, Guadalajara, Jalisco.",508m²,663m²,Publicado hace 137 días,
Hermosa Casa en Colinas de La Normal,j aguirre berlanga 661,"MN 3,395,000","Hermosa casa, ubicada en Colinas de La Normal, muy buen estado de conservación, remodelación reciente, amplio jardín PB: Cochera con portón eléctrico, cocina, sala-comedor, 3 recamaras con closet, baño, terraza y jardín, patio de servicio PA: Recamara, baño completo, closet, terraza y balcón la casa se encuentra en muy buena zona con buenas vías de comunicación, así como comercios cercanos",190m²,201m²,Publicado hace 40 días,
Casa y Departamento en Venta de Oportunidad en Ladron de Guevara,FRANCISCO FREGES,"MN 5,600,000","CASA PARA RE MODELAR , CON JARDÍN AL FRENTE , TERRAZA , TRES ESTACIONAMIENTOS AL FRENTE, DOS EN EL INTERIOR, SALA-COMEDOR, DOS HABITACIONES, DOS BAÑOS COMPLETOS, JARDÍN CENTRAL, ANTE COMEDOR, COCINA, CUARTO DE SERVICIO, ESTUDIO, BODEGA. SEGUNDO PISO: DEPARTAMENTO CON ENTRADA INDEPENDIENTE, SALA-COMEDOR, TRES HABITACIONES, 2 BAÑOS COMPLETOS, SALA DE ESTAR, COCINA , PATIO DE SERVICIO. CUENTA CON UN FRENTE DE 12 MTS Y 19 MTS DE FONDO, ESPACIOS MUY AMPLIOS Y BUENA ILUMINACIÓN NATURAL.",296m²,225m²,Publicado hace 143 días,
Casa en Venta Fraccionamiento Colon Industrial,francisco hernandez de cordoba,"MN 3,100,000","Excelente oportunidad de compra. Casa en venta en el Fraccionamiento Colon Industrial. Privilegiada ubicación en la ciudad de Guadalajara, cerca de escuelas, hospitales, estaciones de transporte, templos, supermercados, etc. La casa cuenta con casi 270 m2 de construcción en dos plantas , mas una tercera donde encontrara una terraza, cuarto de servicio, roof garden, 5 habitaciones, 3 baños, sala comedor, cocina integral.",268m²,152m²,Publicado hace 48 días,
"Casa Ideal Para Edificio de Deptos Frente a Parque, Ubicación Excelente Providencia",BOGOTA 3007,"MN 22,000,000","P.B. 2 RECAMARAS, 2 BAÑOS Y MEDIO, RECIBIDOR, SALA COMEDOR COCHERA 2 AUTOS, AMPLIO JARDÍN 180 M2, SALA, COMEDOR, P.A. BIBLIOTECA, RECAMARA PRINCIPAL CON BAÑO COMPLETO, CUARTO DE SERVICIO CON BAÑO.",864m²,779m²,Publicado hace 49 días,56108438
Rinconada Santa Rita Casa en Venta,RINCONADA DE LA ORQUIDEA 283,"MN 8,900,000","CASA ESTILO CONTEMPORANEO REMODELADA, UBICADA A ESPALDAS DEL CENTRO COMERCIAL PLAZA MEXICO, EXCELENTE ESTADO DE CONSERVACION",4,302m²,Publicado hace 70 días,55967136
Residencia Excelente Ubicación Americas y Pablo Neruda Cerca Punto Sao Paulo,Rio de Janeiro No.,"MN 5,940,000","Bonita Residencia de 4 recámaras, amplios espacios, sala, comedor, cocina integral equipada con isla, amplia alacena, patio interior amplio, área de lavado, oficina. Excelente ubicación, cerca de Pablo Neruda y Américas, Punto Sao Paulo, zona financiera. Agenda tu cita para que la conozcas!",260m²,180m²,Publicado hace 18 días,56294793
"Casa en Venta en Colonia Americana, 5 Cuartos, 4 Baños y Medio, Cochera 4 Autos.",GENERAL SAN MARTIN 491,"MN 7,250,000","CASA EN VENTA EN COLONIA AMERICANA, 5 CUARTOS , 4 BAÑOS COMPLETOS Y UN MEDIO BAÑO , COCHERA PARA 4 CARROS, VAPOR, CUARTO DE SERVICIO , ESPACIO AMPLIO DE SALA, COCINA Y COMEDOR (debajo del comedor hay una alberca pequeña ).USO DE SUELO MIXTO. SUPERFICIE TERRENO:220 M2 . SUPERFICIE CONSTRUIDA :354 M2., la casa se acaba de pintar toda , de impermeabilizar y de arreglar detalles de carpintería. LLAMANOS AL CELULAR Ver datos.",354m²,220m²,Publicado hace 136 días,55101162
"Casa Venta Alcalde Barranquitas 1,980,000",Gonzalo Curiel 435,"MN 1,980,000","Casa en buen estado de Conservacion Planta Baja Sala Comedor, cochera para un auto, baño completo, estudio, cocina Planta alta Star de tv. 3 recamaras, dos con baño compartido y principal con closet vestidos baño con jacuzzi CONCERTA CITA PARA VERLA",215m²,113m²,Publicado hace 83 días,54912097
Propiedad Comercial Sobre Av Cruz del Sur,Av.cruz del sur 2955,"MN 3,800,000","Propiedad comercial ubicada sobre Av. cruz del sur, con mucho flujo vehicular, en planta baja cuenta con con estacionamiento para 2 autos, sala, comedor, cocina, baño completo, patio de servicio, terraza y jardín amplios, planta alta, 4 recamaras y un baño completo.",160m²,183m²,Publicado hace 12 días,
Mejora Las Condiciones de Tu Hipoteca Actual,,"MN 1,000,000","Resolvemos tus dudas con respecto a las condiciones de tu Hipoteca, buscaremos la mejor opción para mejorar tu hipoteca actual con cualquier institucion de credito. Asesoría Profesional .",100m²,150m²,Publicado hace 84 días,
Casa en Colonia Analco,MATAMOROS 139,"MN 1,100,000","SE VENDE CASA DE 160 MT2 RENTADA DOMICILIO, MATAMOROS 139 COLONIA ANALCO ENTRE ALDAMA Y GOMEZ FARIAS SE VENDE COMO TERRENO YA QUE LA CONSTRUCCION ES DE ADOBE Y FALTA MANTENIMIENTO SE ENCUENTRA RENTADA Y RECIBE 5000 MENSUALES AL MOMENTO DE VENDER LOS INQUILINOS SE RETIRAN SI ASÍ SE DESEA",160m²,160m²,Publicado hace 11 días,
Casa en Venta en Country Club,Mar Amarillo #,"MN 11,850,000","Casa en Venta en Country club, zona privilegiada dentro de Guadalajara, con los mejores acabados, cuenta con 4 lugares de estacionamiento, en planta baja con recibidor , 1/2 baño estar de T.V. , Sala y Comedor , Cocina integral con alacena , Cava, 4 Recámaras, Principal súper amplia con 2 vestidores, las secundarias tienen baño cada una. ¡Excelente oportunidad!",480m²,350m²,Publicado hace 17 días,
Hermosa Casa en Venta Country Club,Country Club,"MN 18,500,000","-Casa ubicada en Colonia Country Club con frente a un parque -560m2 de terreno -630m2 de construcción -Cocina integral con espacio para antecomedor -Sala y comedor amplios -Bar con barra, muro de ladrillos decorativos y cava para vinos -1 Baño de visitas -1 Recámara principal con baño completo y walking clóset, isla, tina y terraza amplia con vista al jardín -1 Recámara en planta alta completa, con vista a parque, baño completo amplio con walking clóset y terraza con vista a parque (La recámara puede ser utilizada también como recámara principal) -1 Recámara con antecuarto, baño completo con walking clóset y pequeña terraza. -Cuarto de manualidades (fácilmente adaptable a recámara adicional) -Family room (Cuarto de tele) con acceso a recámara con antecuarto y cuarto de manualidades -Oficina con vista a fuente que se encuentra en la entrada principal de la casa -Terraza exterior en jardín, junto afuera de sala con puerta corrediza que integra las áreas -Jardín grande de 200m2 con enredadera en muros -Clóset de blancos junto a recámara principal -Cuarto de lavado con baño y patio de servicio -2 Bodegas, una de 15 m2 y otra de 3m2 -Cochera 3 autos (2 autos y 1 camioneta), con portón eléctrico y cuarto utilitario junto a portón para almacenamiento de herramientas. Casa fue remodelada por completo hace 4 años.",630m²,560m²,Publicado hace 102 días,
"Santuario, a Una Cuadra, Casa 10 Cuartos, (Propio Negocio Para Hostal o Airbnb).",Francisco Zarco 13,"MN 1,800,000","Casa a una cuadra del Santuario con 10 cuartos, cochera techada, cocina, varios baños, patio, etc., propia para negocio de renta de cuartos por Airbnb (Internet), Hostal o renta de bodegas para la zona comercial de la nueva estación de transferencia Santuario del Tren Ligero.",193m²,137m²,Publicado hace 49 días,
Se Vende Casa en Jardines de La Paz.,Garcilazo del Inca,"MN 2,750,000","Hermosa casa en venta en jardines de la paz, 19 años de edad excelente estado, dos pisos mas terraza, cochera para dos autos, cocina, sala comedor, patio con fuente, medio baño en planta baja, sala de estar. En segundo piso cuenta con cuatro recamaras la principal con baño completo con tina, un baño completo con tina para compartir las otras tres habitaciones. cuenta con terraza con área de lavado.",152m²,96m²,Publicado hace 18 días,
"Javier Mina. Casa en Esquina. Uso Suelo: Habitacional, Comercial, Servicios.",JAVIER MINA,"MN 1,980,000","JAVIER MINA, COL. LA PERLA. CASA EN ESQUINA CON LOCAL COMERCIAL, 230 M2 TERRENO, UN NIVEL. ESTACIONAMIENTO 2 AUTOS, TIENE USO DE SUELO: HABITACIONAL, COMERCIAL, SERVICIOS, EQUIPAMIENTO E INDUSTRIA LIGERA. CUS 4.8 Y COS 0.8",325m²,230m²,Publicado hace 30 días,
"Oportunidad de Casa en Venta Jardines del Nilo, Impecable.",Francisco Escudero López Portillo,"MN 2,070,000","Impecable casa en venta en Jardines del Nilo, con supermercados cercanos, colegios, avenidas principales, y todos los servicios, la casa está construida con acabados superiores a los promedio, canceles de cristal , pasamanos con acabados de vidrio, excelente mantenimiento, lista para habitarse, 2 cajones de estacionamiento, sala , comedor, cocina integral, patio y área de servicio, medio baño en la planta baja. La segunda Plata cuenta de 3 recámaras con closet. Baño completo. Estado de conservación impecable. Frente a parque. Libre de Gravamen, documentación completa y lista para escriturarse.",124m²,85m²,Publicado hace 17 días,
Bonita Casa en Venta con Departamento Anexo Colonia Vallarta San Jorge,Justo Sierra 3393,"MN 5,700,000","La P.B de la casa cuenta con sala-comedor, cocina integral de concepto abierto con isla, 3 recámaras, la principal con vestidor y baño, otro baño completo más, patio-terraza y cochera. La P.A cuenta con recibidor o estar de TV, 1 recámara, baño completo y patio de servicio. Además la propiedad cuenta con un departamento totalmente independiente con amplia estancia para sala-comedor, 2 recámaras, 1 baño completo, cocina integral, área de lavado y un pequeño cuarto junto al baño que puede ser vestidor, estar de TV, cuarto de costura u otros. El departamento mide aprox. 105.00 m2. La casa está totalmente remodelada. Conózcala!!",250m²,200m²,Publicado hace 18 días,56300452
"Residencia en Excelente Ubicación, a 2 Cuadras Parque Amarillo",Jorge Villaseñor 744,"MN 3,850,000","Residencia a 3 cuadras de Av. Prolongación Alcalde, con accesos a vías rápidas, comercios cercanos, vialidades de concreto hidráulico, y calidad de vida. 5 recámaras · 2.5 baños · 160 m² terreno · 220 m² construcción Planta baja con recibidor, sala con consultorio independiente, recámara en planta baja, comedor, antecomedor en cocina, área de lavado, cuarto de servicio con baño completo, medio baño para visitas y cochera semi cubierta para un vehículo. Tres recámaras en planta alta, balcón, y dos baños completos. Accesos a vías rápidas como Av. de los Normalistas, Prolongación Alcalde, Circunvalación del Norte, y Calle Jesús Romero Flores.",220m²,160m²,Publicado hace 117 días,55715230
Casa Uso de Suelo en Venta Entre La Zona de Vestir Medrano y Obregon,Pedro Celestino Negrete 18,"MN 2,900,000","Excelente propiedad para inversión ya que cuenta en planta alta con un departamento de 4 recamaras y tres construcciones independientes en planta baja para remodelar, o utilizar como bodega ya que el uso de suelo es mixto y esta cercana a zona de Obregón y la zona de vestir Medrano.",556m²,397m²,Publicado hace 96 días,
Casa en Venta Bosques de La Victoria,Islote #2978 Bosques de la Victoria,"MN 7,195,000","Propiedad muy bien ubicada a unos metros de avenida Lapizlazuli. En planta baja cuenta con medio baño, sala, terraza, recámara con baño completo, cuarto de lavado con closet de blancos, área de tendido, estacionamiento de 2 autos. En primer nivel cuenta con comedor y cocina. En segundo nivel estar de TV, 3 recámaras con 2 baños completos, adional a la casa cuenta con una bodega o local con baño. Tubería de cobre y calentador solar. Excelente opción para oficinas.",461m²,261m²,Publicado hace 30 días,56199362
Remato Finca Grande por Roman Morales,roman morales #757,"MN 3,000,000","Bonita residencia Fracc. Mirador sector Libertad. Planta baja 2 departamentos c/u con cochera cocina, sala-comedor, baño, patio. Planta alta casa habitación con 4 recamaras, 2 baños, balcón terraza.",4,175m²,Publicado hace 133 días,
Casa en Venta Ladron de Guevara,,"MN 10,990,000","EXCELENTE UBICACION ESQUINA JUSTO SIERRA Y AMADO NERVO CASA PARA REMODELAR PARA NOTARIA, OFICINAS, ESCUELA, CONSULTORIOS MEDICOS.",300m²,300m²,Publicado hace 2 días,
Hermosa Residencia en Lomas del Paradero,Lomas del Paradero,"MN 2,300,000",Linda casa en Lomas del Paradero en esquina UBICADÍSIMA; muy cerca de FORUM Tlaquepaque y de Soriana. Linda casa en esquina Planta baja sala comedor recibidor cocina cochera para un auto baño completo con tina En planta alta dos recámaras con un baño completo Tercer piso: bodega y lavadero INFORMES AL Ver datos GARI Y ASOCIADOS,255m²,127m²,Publicado hace 134 días,55214352
Casa - Josefa Ortiz de Dominguez 540 Oficina.,Josefa Ortiz de Dominguez 540,"MN 2,700,000","Amplia Casa, con superficie privativa de 5.8 metros por 40.7metros, desarrollada en dos niveles en planta baja cuenta con: cochera mpara 2 autos , baño y regadera, cocina, Bomba de agua y cisterna. En planta alta cuenta con amplios espacios, área de lavado, y 4 cubículos. instalaciones eléctricas a 220, todos los sistemas eléctricos nuevos, (se cambairon en 2017) Se encuentra ubicada cercana a zonas comerciales y avenidas de importancia (Javier Mina, Belisario Dominguez, Centro de Guadalajara) los planes parciales Publicados en Enero Habilitan el predio para su verticalizacion, aumentando su potencial de desarrollo, el inmueble se encuentra ubicado en la calle Josefa Ortiz de Dominguez 540 entre Aquiles Serdan y Estreban Loera en la Colonia Oblatos Guadalajara. Superficie de terreno ............................220 metros cuadrados Superficie de construccion ..................396 metros cuadrados (propiedad remodelada)",396m²,399m²,Publicado hace 9 días,
"Residencia en Guadalajara, con 320 m² de Construcción",Calle Álvarez del Castillo 275,"MN 4,850,000","PLANTA BAJA • Cochera hasta para 6 autos chicos • Local comercial • Almacén • Sala comedor • Cocina con barra de granito estufa y campana • Sala de Star • Baño completo • Gran patio intermedio AL FONDO • Terraza • cuarto para gimnasio • cuarto para juegos SEGUNDA PLANTA • Recamara principal con vestidor, baño y balcón • 2 recamaras con closet • Baño completo • Cuarto de blancos • Cuarto estudio • Patio TERCER NIVEL • Cuarto de lavado *cuenta con Cisterna para 4 mil litros de agua, presurizador, boiler, tinaco. Metros de terreno 10x30 Metros de construcción 320",320m²,300m²,Publicado hace 147 días,
Casa en Venta Colonia Americana,JUSTO SIERRA,"MN 6,700,000","Gran oportunidad para negocio, excelente ubicación a media cuadra de Av Chapultepec. Planta baja: Cochera para dos autos, Sala, Comedor, Cocina, 2 baños y cuarto de servicio. Planta alta: 4 Recámaras y 1 baño completo Excelente para oficinas o negocio.",213m²,215m²,Publicado hoy,
¨casa en Col Benito Juárez.¨,JOSEFA ORTIZ DE DOMÍNGUEZ #,"MN 1,450,000","PLANTA BAJA: Área para Jardín, cochera para 1 auto (con opción a 2) Sala comedor; amplia cocina integral con Melamina, baño completo, 1 habitación, área de lavado y patio o jardín trasero. PLANTA ALTA: Amplio distribuidor y star de TV, 4 habitaciones y 1 baño completo. TERCER NIVEL. Tejaban y baño sin terminar (ideal para hacer un Roof Garden) Cuenta con protección en toda la casa. Esta a 1 cuadras del parque de la Solidaridad, en calle con concreto hidráulico",200m²,123m²,Publicado hace 19 días,
Hermosa Casa en Venta en La Colonia Monraz,,"MN 11,500,000","HERMOSA CASA EN VENTA EN LA COLONIA MONRAZ RECIÉN REMODELADA CON TERMINADOS DE LUJO LA CASA COCHERA PARA 4 CARROS , RECIBIDOR, SALA DOBLE ALTURA, COCINA CON CUBIERTA DE GRANITO, COMEDOR, MEDIO BAÑO DE VISITAS, TERRAZA, JARDÍN , 4 HABITACIONES ,CON BAÑO COMPLETO, Y VESTIDOR, LOS PISOS PRINCIPALES SON DE MÁRMOL GRIEGO Y MADERA HOLANDESA DUCHATEU , TIENE MADERA EN LOS TECHOS PRINCIPALES , EN EL SOTANO CUENTA CON UN BAR MUY AGRADABLE, TERRAZA CON ASADOR",457m²,300m²,Publicado hace 110 días,55745828
Casa en Isla Abaco Jardins del Sur,Isla abaco,"MN 2,490,000","Casa en Isla Abaco en Col. Jardines del Sur Las oportunidades son para las personas previsoras, esta propiedad es una de esas oportunidades que puedes aprovechar, ya que es de remate bancario, se encuentra muy cerca de Av. Colon, a unas cuadras de Cruz del Sur y de Lopez de Legazpi. P.B. Cochera con porton electrico, cocina integral con almacen para viveres, sala-comedor, medio baño, recamara con closet y baño completo, un estudio que puede ser una recamara pequeña y patio interior. P.A. 2 recamaras espaciosas y con closets, la rec. principal con vestidor, baño completo y tina independiente de la ducha, Rec. secundaria con closet y baño completo intermedio a ellas hay una roperia de blancos, un patio adicional con lavadero y un cuarto de servicio. La propiedad esta lista para la adjudicacion y escritura, siendo el pago unicamente contado. NEGOCIABLE!!! Agende su cita, tendremos el gusto de atenderlo.",210m²,140m²,Publicado hace 6 días,56168118
Oportunidad Casa en Coto Col. Las Conchas Cerca de Calz. del Ejercito,XX,"MN 990,000","CARACTERÍSTICAS GENERALES: -Casa en Coto -Closet de blancos - Buen estado de conservación -Ubicada en esquina, al final del coto - Dos habitaciones con Closet -Aljibe. EXCELENTE UBICACIÓN CERCANA LAS SIGUIENTES AV. - Av. Los Ángeles - Av. 5 de Febrero -Av. Calzada del ejercito - Av. Calz. Glez Gallo -Av. R. Michel - A 10 minutos del CUCEI y Escuela vocacional UDG -A 7 minutos centro universitario UTEG Olimpica",80m²,49m²,Publicado hace 67 días,
Casa de Una Planta Excelente Ubicacion San Jorge Vallarta Gdl,Casa de una Planta Excelente Ubicacion san Jorge Vallarta gdl,"MN 4,950,000","casa de una planta en excelente ubicación por vallarta san jorge recién remodelada terreno 217m2 construcción 165m2 3 habitaciones 2 baños amplio sala comedor cocina integral cochera para 3 autos puertas,ventaneria ,baños,pisos,muros,paredes,aljibe,fontaneria,electricidad,drenaje,azoteacercas de plaza comerciales vialidades importante cercas de la minerva escuela kinder acepto créditos ; fovissste pensiones contado banjercito bancario cofinavitestatus libre de gravamen",165m²,217m²,Publicado hace 18 días,
Residencia en Excelente Ubicación en Esquina en Chapalita,purisima 3223,"MN 8,300,000","Dirección: Purisima #3223 y Loreto #1110 Colonia: Chapalita Municipio: Guadalajara Estado: Jalisco Excelente ubicación! A 1 calle de avenida López Mateos y a 1 calle de Lázaro Cárdenas. Zona residencial y comercial de alta plusvalía. Ideal para residencia de lujo, restaurant, oficinas, consultorios, corporativo, etc. En esquina. Planta baja: -Estacionamiento para 6 autos. -Hermosa área de jardín. -3 ingresos a la propiedad desde el interior. -2 ingresos exteriores, uno en cada calle. -Amplia cocina con área de alacenas. -Antecomedor con área de almacenamiento. -Sala / Comedor. -1 recamara amplia. -1/2 baño. 1er Piso: -Distribuidor. -3 habitaciones. -2 baños completos. -Habitacion principal con balcón. -Estrar de TV. -2do Piso: -Habitación de servicio. -Área de blancos y lavado. -Preparación para área de terraza. Características Exterior Garaje Balcón Terraza Jardín Estacionamiento techado Patio Cisterna Roof garden Facilidad para estacionarse General Cocina equipada Cuarto de servicio",375m²,300m²,Publicado hace 75 días,
Oportunidad Casa en Venta en Santa Elena Alcalde,CADIZ 2518,"MN 3,190,000","“STA ELENA ALCALDE 6 REC, TERRAZA” Casa bastante amplia en la colonia Santa Elena Alcalde en calle CÁDIZ casi esquina con Fidel Velázquez, cuenta con todos los servicios en un radio de 10 minutos, como clínica 110 del IMSS, Centro Médico de Occidente, Hospital Civil, CUCEA, Centro Histórico, Secretaria de movilidad, Registro Público, Basílica de Zapopan, etc.. Cuenta con las siguientes medidas 7.00mts de frente y 23.00mts de fondo. CARACTERISTICAS: PLANTA BAJA: *Cochera eléctrica para 2 autos. *Cocina integral equipada. *Sala y comedor. *Recamara con vestidor y baño completo. *Medio baño. *Dos recamaras con closet. *Patio de servicio. SEGUNDO NIVEL: *Dos recamaras con baño completo y closet. *Estudio. *Cocina integral. *Sala y comedor. TERCER NIVEL *Roof Garden. *Terraza de juegos o cine. *Terraza para asador. *Medio baño. Precio $3´190,000.00 Aceptamos Crédito Bancario, Pensiones del Estado, Infonavit y pagos de Contado. Informes y Citas con Pilar Aguayo al Ver datos",200m²,161m²,Publicado hace 4 días,
